,username,text,query,hashtags,is_road_closed
88,Debi Staron,"https: www.nbclosangeles.com/news/local/saddleridge-fire-containment-at-72-united-command-discontinued-563459011.html …
#saddleridgefire update",saddleridgefire,['SaddleRidgeFire'],0
89,CA Dept of Insurance,"reminder: #saddleridgefire local assistance center now open in #sylmar to assist affected residents in #losangeles county. if you have been affected, come talk to our #insurance experts, nancy & jose, at the sylmar recreation center at 13109 borden ave until 7pm.pic.twitter.com/qpzzzktkyd",saddleridgefire,"['SaddleridgeFire', 'Sylmar', 'LosAngeles', 'insurance']",0
90,Dana Bakich,crazy view from the air of the #saddleridgefire pic.twitter.com/y1rgcnqw9i,saddleridgefire,['SaddleRidgeFire'],0
91,SCV 🚁🚔🚨,"#saddleridgefire 
fire crews are still making progress on this fire. crews are still putting out hot spots and flare ups. 
fire is said to be 8,799 acres @ 83% containment. 
i believe the cause of the fire is still under investigation.",saddleridgefire,['SaddleRidgeFire'],0
92,Jonathan Cox,"#rt @cal_fire: #saddleridgefire off saddle ridge rd, sylmar in los angeles county is 8,799 acres and 89% contained. unified command: @lafd, @lacofd and @angeles_nfpic.twitter.com/ayqibtzm9f",saddleridgefire,"['RT', 'SaddleRidgeFire']",0
93,MarinBuzz,"#rt @cal_fire: #saddleridgefire off saddle ridge rd, sylmar in los angeles county is 8,799 acres and 89% contained. unified command: @lafd, @lacofd and @angeles_nfpic.twitter.com/ykdli6f4x7",saddleridgefire,"['RT', 'SaddleRidgeFire']",0
94,Rita Garcia,"#saddleridgefire latest: 

* 89% contained 
* 8,799 acres have burned  https: twitter.com/cal_fire/status/1186278272381775873 …",saddleridgefire,['SaddleridgeFire'],0
95,CAL FIRE PIO,"#rt @cal_fire: #saddleridgefire off saddle ridge rd, sylmar in los angeles county is 8,799 acres and 89% contained. unified command: @lafd, @lacofd and @angeles_nfpic.twitter.com/fx9oh4vxjm",saddleridgefire,"['RT', 'SaddleRidgeFire']",0
96,Wildfire Bot (CA) - Unofficial 🔥🤖,"#saddleridgefire  unofficial, automated update.
near san fernando, ca.  do not use for safety purposes - see officials instead. may be incorrect; disclaimers in images.
https: www.fire.ca.gov/incident/?incident=c52717d6-0297-4c5b-a0f1-f17abcd7ac27 …pic.twitter.com/sgzjv2i5gr",saddleridgefire,['SaddleRidgeFire'],0
97,CALIFORNIA PIO,"rt cal_fire ""#saddleridgefire off saddle ridge rd, sylmar in los angeles county is 8,799 acres and 89% contained. unified command: lafd, lacofd and angeles_nf pic.twitter.com/boazykqgd4""",saddleridgefire,['SaddleRidgeFire'],0
98,QuakeFactor,"#saddleridgefire off saddle ridge rd, sylmar in los angeles county is 8,799 acres and 89% contained. unified command: lafd, lacofd and angeles_nf pic.twitter.com/upg4inm6ww #quakefactor",saddleridgefire,"['SaddleRidgeFire', 'QuakeFactor']",0
99,CAL FIRE,"#saddleridgefire off saddle ridge rd, sylmar in los angeles county is 8,799 acres and 89% contained. unified command: @lafd, @lacofd and @angeles_nfpic.twitter.com/fos7pmpqga",saddleridgefire,['SaddleRidgeFire'],0
100,Ed-V Fromhp,"there is a fire going northbound on the 14 freeway.
everybody drive carefully and stay safe #saddleridgefire #safetyneverstops",saddleridgefire,"['SaddleridgeFire', 'Safetyneverstops']",0
101,211 LA County,"was your property or home damaged by the #saddleridgefire ? please fill out this damage assessment form @ http: 211la.org/fire-saddleridge …. or visit the local assistance center @ sylmar recreation center @ 13109 borden ave, sylmar 91342. open form 10/17 - 10/26pic.twitter.com/zzntufomt0",saddleridgefire,['SaddleRidgeFire'],0
102,Paul Doherty,"kudos to @lafd and gisser rene gonzalez who is my @napsgfoundation #gishero of the work for his public information map work on the #saddleridgefire and now #palisadesfire. 

clear, concise, spatially explicit public information via a load-balanced and mobile-responsive map. https: twitter.com/lafd/status/1186381830863257600 …pic.twitter.com/f3diu3i03a",saddleridgefire,"['GISHero', 'SaddleRidgeFire', 'PalisadesFire']",0
103,SoCal350,"the #saddleridgefire was 89% contained this morning. it reached the perimeter of the #alisocanyon gas storage facility, jeopardizing sfv public health. @gavinnewsom #shutdownalisocanyon
@saveporterranch @groundgamela @sunrisemvmtla @xrebellionla @foodandwaterwatchpic.twitter.com/rv9v1nrh76",saddleridgefire,"['SaddleRidgeFire', 'AlisoCanyon', 'shutdownalisocanyon']",0
104,Brandon A,"update on the #californiafires as of 11:18am today.

#beaumontfire
#saddleridgefire
#briceburgfire
#californiawindspic.twitter.com/usr2y3fkhq",saddleridgefire,"['CaliforniaFires', 'BeaumontFire', 'SaddleRidgeFire', 'BriceburgFire', 'CaliforniaWindspic']",0
105,#DEFENDtheUNBORN ! 👶👣👼🌹🥀🎵🎶✝️⛪🙏♥️😎🇺🇸,"you can see an interactive list & locations of the various california #wildfires at https: www.latimes.com/wildfires-map/  

including #ikesfire #deckerfire #snowcreekfire
#taboosefire #palisadesfire #saddleridgefire and many more pic.twitter.com/2pqbamsikp",saddleridgefire,"['wildfires', 'IkesFire', 'DeckerFire', 'SnowCreekFire', 'TabooseFire', 'PalisadesFire', 'SaddleRidgeFire']",0
106,Debi Staron,"https: www.nbclosangeles.com/news/local/saddleridge-fire-containment-at-72-united-command-discontinued-563459011.html …
#saddleridgefire update",saddleridgefire,['SaddleRidgeFire'],0
107,CA Dept of Insurance,"reminder: #saddleridgefire local assistance center now open in #sylmar to assist affected residents in #losangeles county. if you have been affected, come talk to our #insurance experts, nancy & jose, at the sylmar recreation center at 13109 borden ave until 7pm.pic.twitter.com/qpzzzktkyd",saddleridgefire,"['SaddleridgeFire', 'Sylmar', 'LosAngeles', 'insurance']",0
108,Dana Bakich,crazy view from the air of the #saddleridgefire pic.twitter.com/y1rgcnqw9i,saddleridgefire,['SaddleRidgeFire'],0
109,SCV 🚁🚔🚨,"#saddleridgefire 
fire crews are still making progress on this fire. crews are still putting out hot spots and flare ups. 
fire is said to be 8,799 acres @ 83% containment. 
i believe the cause of the fire is still under investigation.",saddleridgefire,['SaddleRidgeFire'],0
110,Jonathan Cox,"#rt @cal_fire: #saddleridgefire off saddle ridge rd, sylmar in los angeles county is 8,799 acres and 89% contained. unified command: @lafd, @lacofd and @angeles_nfpic.twitter.com/ayqibtzm9f",saddleridgefire,"['RT', 'SaddleRidgeFire']",0
111,MarinBuzz,"#rt @cal_fire: #saddleridgefire off saddle ridge rd, sylmar in los angeles county is 8,799 acres and 89% contained. unified command: @lafd, @lacofd and @angeles_nfpic.twitter.com/ykdli6f4x7",saddleridgefire,"['RT', 'SaddleRidgeFire']",0
112,Rita Garcia,"#saddleridgefire latest: 

* 89% contained 
* 8,799 acres have burned  https: twitter.com/cal_fire/status/1186278272381775873 …",saddleridgefire,['SaddleridgeFire'],0
113,CAL FIRE PIO,"#rt @cal_fire: #saddleridgefire off saddle ridge rd, sylmar in los angeles county is 8,799 acres and 89% contained. unified command: @lafd, @lacofd and @angeles_nfpic.twitter.com/fx9oh4vxjm",saddleridgefire,"['RT', 'SaddleRidgeFire']",0
114,Wildfire Bot (CA) - Unofficial 🔥🤖,"#saddleridgefire  unofficial, automated update.
near san fernando, ca.  do not use for safety purposes - see officials instead. may be incorrect; disclaimers in images.
https: www.fire.ca.gov/incident/?incident=c52717d6-0297-4c5b-a0f1-f17abcd7ac27 …pic.twitter.com/sgzjv2i5gr",saddleridgefire,['SaddleRidgeFire'],0
115,CALIFORNIA PIO,"rt cal_fire ""#saddleridgefire off saddle ridge rd, sylmar in los angeles county is 8,799 acres and 89% contained. unified command: lafd, lacofd and angeles_nf pic.twitter.com/boazykqgd4""",saddleridgefire,['SaddleRidgeFire'],0
116,QuakeFactor,"#saddleridgefire off saddle ridge rd, sylmar in los angeles county is 8,799 acres and 89% contained. unified command: lafd, lacofd and angeles_nf pic.twitter.com/upg4inm6ww #quakefactor",saddleridgefire,"['SaddleRidgeFire', 'QuakeFactor']",0
117,CAL FIRE,"#saddleridgefire off saddle ridge rd, sylmar in los angeles county is 8,799 acres and 89% contained. unified command: @lafd, @lacofd and @angeles_nfpic.twitter.com/fos7pmpqga",saddleridgefire,['SaddleRidgeFire'],0
118,Ed-V Fromhp,"there is a fire going northbound on the 14 freeway.
everybody drive carefully and stay safe #saddleridgefire #safetyneverstops",saddleridgefire,"['SaddleridgeFire', 'Safetyneverstops']",0
119,Angle HK🎗😷,"welcome to the #hkpolicestate, the box of tear gas canisters were found just from one street at mongkok area! 

imagine how many tear gas #hkpolice have fired in #hongkong just within one day? 

#hkprotests #teargas #saddleridgefire pic.twitter.com/decdkp14v6",saddleridgefire,"['HKPoliceState', 'HKPolice', 'HongKong', 'HKprotests', 'Teargas', 'SaddleridgeFire']",0
120,CAL FIRE PIO,"#rt @cal_fire: #saddleridgefire off saddle ridge rd, sylmar in los angeles county is 8,799 acres and 83% contained. unified command: @lafd, @lacofd and @angeles_nfpic.twitter.com/0293v2nsdz",saddleridgefire,"['RT', 'SaddleRidgeFire']",0
121,LAFD Valley,"update #saddleridgefire #brushfire; inc#1582; 7:00pm; #sylmar #granadahills #porterranch #chatsworth; https: www.lafd.org/news/saddle-ridge-brush-fire …; holding at 8,799 acres. 83% contained. low humidity and gusty northerly ...http: tinyurl.com/y3dedaxg ",saddleridgefire,"['SaddleRidgeFire', 'BrushFire', '1582', 'Sylmar', 'GranadaHills', 'PorterRanch', 'Chatsworth']",0
122,FOX 5 San Diego,"the #saddleridgefire remains active with 8,800 acres burned and 83% containment. http: bit.ly/35rgmzc ",saddleridgefire,['SaddleridgeFire'],0
123,Santa Clarita City,the #saddleridgefire is now 83% contained. https: twitter.com/lacofdpio/status/1186118109179957248 …,saddleridgefire,['SaddleridgeFire'],0
124,LAFD,"10/20/19 7:00 pm update: #saddleridgefire #sylmar #granadahills #porterranch #chatsworth; holding at 8,799 acres; 83% contained. low humidity and gusty northerly winds remain a concern. regional #redflag warning continues until 10:00 pm tonight. 

https: lafd.org/news/saddle-ridge-brush-fire …pic.twitter.com/8nnblzvwne",saddleridgefire,"['SaddleRidgeFire', 'Sylmar', 'GranadaHills', 'PorterRanch', 'Chatsworth', 'RedFlag']",0
125,L.A. County Fire Department,"#saddleridgefire evening *update* for sunday october 20, 2019 pic.twitter.com/rhhbqiw6ce",saddleridgefire,['SaddleRidgeFire'],0
126,CALIFORNIA PIO,"rt cal_fire ""#saddleridgefire off saddle ridge rd, sylmar in los angeles county is 8,799 acres and 83% contained. unified command: lafd, lacofd and angeles_nf pic.twitter.com/r7thhvkdbp""",saddleridgefire,['SaddleRidgeFire'],0
127,QuakeFactor,"#saddleridgefire off saddle ridge rd, sylmar in los angeles county is 8,799 acres and 83% contained. unified command: lafd, lacofd and angeles_nf pic.twitter.com/7yjoclhh5w #quakefactor",saddleridgefire,"['SaddleRidgeFire', 'QuakeFactor']",0
128,Jonathan Cox,"#rt @cal_fire: #saddleridgefire off saddle ridge rd, sylmar in los angeles county is 8,799 acres and 83% contained. unified command: @lafd, @lacofd and @angeles_nfpic.twitter.com/3fvuo7rs5u",saddleridgefire,"['RT', 'SaddleRidgeFire']",0
129,MarinBuzz,"#rt @cal_fire: #saddleridgefire off saddle ridge rd, sylmar in los angeles county is 8,799 acres and 83% contained. unified command: @lafd, @lacofd and @angeles_nfpic.twitter.com/q8yljvq99l",saddleridgefire,"['RT', 'SaddleRidgeFire']",0
130,CAL FIRE,"#saddleridgefire off saddle ridge rd, sylmar in los angeles county is 8,799 acres and 83% contained. unified command: @lafd, @lacofd and @angeles_nfpic.twitter.com/xneklfrlra",saddleridgefire,['SaddleRidgeFire'],0
131,Wildfire Bot (CA) - Unofficial 🔥🤖,"#saddleridgefire  unofficial, automated update.
near san fernando, ca.  do not use for safety purposes - see officials instead. may be incorrect; disclaimers in images.
https: www.fire.ca.gov/incident/?incident=c52717d6-0297-4c5b-a0f1-f17abcd7ac27 …pic.twitter.com/6t7qckflex",saddleridgefire,['SaddleRidgeFire'],0
132,Wildfire Incidents,"current wildfires in ca:
*there are 2 pages
page 2
-los angeles county:
#saddleridgefire 8,799 acres 83% contained 
el dorado county:
#caplesfire 3,434 acres 68% contained 
santa barbara county
#realfire 420 acres 90% contained
-kern county
#riverfire 25 acres 40% contained",saddleridgefire,"['SaddleridgeFire', 'CaplesFire', 'RealFire', 'RiverFire']",0
133,564FIRE,@lafd defending homes the first night of the #saddleridgefire @lafdtalkpic.twitter.com/hu1kzdsa69,saddleridgefire,['SaddleridgeFire'],0
134,Stephanie Colman,"the #saddleridgefire came dangerously close, but thankfully @wlc_wildlife was safe! help raise $$$ to support their work by attending: http: shorturl.at/etq36 !  #craftbeer",saddleridgefire,"['saddleridgefire', 'CraftBeer']",0
135,Bern Notice 🔥,sounds like we got a flare up on the #saddleridgefire in the newhall pass. #scannersquawk,saddleridgefire,"['SaddleRidgeFire', 'ScannerSquawk']",0
136,Johnathan,"flare up on the #saddleridgefire, sb 5  at the 5 and 14 interchange. fire has been notified by myself.",saddleridgefire,['saddleridgefire'],0
137,The Green Report🎙🌿,"climate crisis news:california wildfires and planned blackoutshttp: youtu.be/oscuffj9wcc  via @youtube
#climateemergency #saddleridgefire
#actonclimate #climatecrisis #greennewdealpic.twitter.com/7g5mtl9jpy",saddleridgefire,"['ClimateEmergency', 'SaddleridgeFire', 'ActOnClimate', 'ClimateCrisis', 'GreenNewDealpic']",0
138,KHTS Radio,"“conditions will be similar, if not a little more severe, than during the #saddleridgefire. https: www.hometownstation.com/santa-clarita-news/weather/red-flag-warning-issued-for-santa-clarita-as-extreme-fire-conditions-return-297916 …",saddleridgefire,['Saddleridgefire'],0
139,Bill Melugin,"first power shut offs beginning today up north. 179,000 customers to be impacted. have to believe that number will be going up with this projected wind event. keeping an eye on any announcements from socal edison here in our area. the #saddleridgefire started under their lines. https: twitter.com/pge4me/status/1187051014924525571 …",saddleridgefire,['SaddleridgeFire'],0
140,Fire Resistant Landscaping,incredible sat image showing #saddleridgefire burn zone. you can even see some of the open space drainage areas on the far west side that burned quite far away from the main burn area. unfortunately a few homes backing up to those open spaces were lost late during 1st night. https: twitter.com/mastergis_droni/status/1186606969714610176 …,saddleridgefire,['saddleridgefire'],0
141,Ready Los Angeles County,"are you looking for recovery support after the #saddleridgefire? 
a virtual local assistance center is now available on @readylas website.
visit: http: emergency.lacity.org pic.twitter.com/qdzcazmve1",saddleridgefire,['SaddleRidgeFire'],0
142,LA City Emergency Management Department,#saddleridgefire  el centro de asistencia local estará disponible en nuestra página de internet. este sitio brindar información para apoyar con la recuperación de los desastres.  visites para tener acceso recursos de las agencias que te puede ayudar: http: lacity.org/recovery pic.twitter.com/hdut7sywx4,saddleridgefire,['SaddleridgeFire'],0
143,Presente.Org,"4 years after the worst gas blowout in history at aliso canyon, governor @gavinnewsom has yet to keep his promises to shut it down. after the dangerous #saddleridgefire, what will it take for gov. newsom to put families before fossil fuels? #shutalisodownhttps: www.dailynews.com/2019/10/18/as-saddleridge-fire-burns-protestors-focus-on-gov-gavin-newsom-as-they-sound-renewed-alarm-over-aliso-canyon/ …",saddleridgefire,"['SaddleRidgeFire', 'ShutAlisoDownhttps']",0
